Filename,Date,SunspotActivity
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060624.jpg,20060624,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060625.jpg,20060625,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060626.jpg,20060626,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060627.jpg,20060627,1
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060628.jpg,20060628,7
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060629.jpg,20060629,36
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060630.jpg,20060630,63
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060701.jpg,20060701,76
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060702.jpg,20060702,86
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060703.jpg,20060703,98
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060704.jpg,20060704,118
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060705.jpg,20060705,86
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060706.jpg,20060706,68
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060707.jpg,20060707,46
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060708.jpg,20060708,15
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060709.jpg,20060709,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060710.jpg,20060710,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060711.jpg,20060711,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060712.jpg,20060712,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060713.jpg,20060713,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060714.jpg,20060714,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060715.jpg,20060715,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060716.jpg,20060716,0
